Probe	GB3.2
AM07974	GB53321
AM07975	GB49097
AM07976	GB40362
AM07977	GB52489
AM07978	GB45796
AM07979	GB43938
AM07980	GB47576
AM07981	GB43217
AM07982	GB55752
AM07983	GB51524
AM07984	GB42880
AM07985	GB43443
AM07986	GB55664
AM07987	GB50727
AM07988	GB44287
AM07989	GB50695
AM07990	GB45189
AM07991	GB41374
AM07992	GB42383
AM07993	GB42083
AM07994	GB44059
AM07995	GB45852
AM07996	GB46069
AM07997	GB52023
AM07998	GB46365
AM07999	GB46289
AM08000	GB55481
AM08001	GB50470
AM08002	GB41593
AM08003	GB45037
AM08004	GB50729
AM08005	GB43442
AM08006	GB41507
AM08007	GB45133
AM08008	GB50091
AM08009	GB49864
AM08010	GB47638
AM08011	GB53394
AM08012	GB46202
AM08013	GB40867
AM08014	GB49677
AM08015	GB40168
AM08016	GB46687
AM08017	GB40715
AM08018	GB52438
AM08019	GB46742
AM08021	GB48059
AM08023	GB51993
AM08024	GB55658
AM08025	GB55895
AM08026	GB51462
AM08027	GB53947
AM08029	GB48745
AM08030	GB51065
AM08032	GB52523
AM08033	GB54118
AM08034	GB45431
AM08035	GB42252
AM08036	GB49303
AM08037	GB44842
AM08038	GB55525
AM08039	GB55242
AM08040	GB47933
AM08041	GB43734
AM08042	GB48465
AM08043	GB44708
AM08044	GB43742
AM08045	GB45515
AM08046	GB49664
AM08047	GB46230
AM08048	GB42072
AM08049	GB52832
AM08050	GB40734
AM08051	GB41300
AM08052	GB42595
AM08053	GB53379
AM08054	GB54260
AM08055	GB54180
AM08056	GB40780
AM08057	GB52982
AM08058	GB54702
AM08059	GB42210
AM08060	GB48621
AM08061	GB45886
AM08062	GB40784
AM08063	GB43544
AM08064	GB51956
AM08065	GB50705
AM08067	GB44423
AM08069	GB44992
AM08070	GB41609
AM08071	GB48797
AM08072	GB42228
AM08073	GB45870
AM08074	GB44376
AM08075	GB48189
AM08076	GB52988
AM08077	GB53353
AM08078	GB51774
AM08079	GB55451
AM08080	GB48220
AM08081	GB51251
AM08082	GB43011
AM08083	GB47140
AM08084	GB51503
AM08085	GB41233
AM08086	GB43391
AM08087	GB47569
AM08088	GB50158
AM08089	GB45394
AM08091	GB40769
AM08092	GB44734
AM08093	GB53974
AM08094	GB53970
AM08095	GB52136
AM08096	GB47111
AM08097	GB49614
AM08098	GB51236
AM08099	GB52514
AM08100	GB54572
AM08101	GB42015
AM08102	GB40148
AM08103	GB44882
AM08105	GB55165
AM08106	GB51863
AM08107	GB50691
AM08108	GB42682
AM08109	GB45690
AM08110	GB51659
AM08111	GB53614
AM08112	GB42454
AM08113	GB44455
AM08116	GB55736
AM08117	GB53562
AM08118	GB49350
AM08119	GB42683
AM08120	GB46870
AM08121	GB48746
AM08122	GB47308
AM08123	GB55092
AM08124	GB43131
AM08125	GB48975
AM08126	GB55303
AM08127	GB51081
AM08128	GB52700
AM08129	GB45983
AM08130	GB47901
AM08131	GB55864
AM08132	GB44297
AM08133	GB41212
AM08134	GB48343
AM08135	GB40754
AM08136	GB55526
AM08137	GB51699
AM08138	GB41489
AM08139	GB50742
AM08140	GB55455
AM08142	GB55672
AM08143	GB42674
AM08144	GB47229
AM08145	GB48135
AM08146	GB49479
AM08147	GB52712
AM08148	GB55217
AM08149	GB49974
AM08150	GB55320
AM08151	GB53658
AM08152	GB52323
AM08153	GB50149
AM08154	GB46387
AM08155	GB43703
AM08157	GB42757
AM08158	GB41364
AM08159	GB40395
AM08160	GB43977
AM08161	GB50625
AM08162	GB45717
AM08163	GB41035
AM08164	GB55363
AM08165	GB50099
AM08166	GB42560
AM08167	GB42675
AM08168	GB50008
AM08169	GB44659
AM08170	GB47400
AM08171	GB55464
AM08173	GB45811
AM08174	GB42999
AM08175	GB44216
AM08176	GB47112
AM08177	GB55235
AM08178	GB44567
AM08179	GB49207
AM08180	GB54095
AM08181	GB45292
AM08182	GB55979
AM08183	GB54246
AM08184	GB43799
AM08185	GB47802
AM08186	GB49948
AM08187	GB54268
AM08188	GB46922
AM08189	GB51201
AM08190	GB43914
AM08191	GB48270
AM08192	GB44485
AM08193	GB42373
AM08194	GB47188
AM08195	GB46286
AM08196	GB52926
AM08197	GB53358
AM08198	GB41852
AM08199	GB41022
AM08200	GB47398
AM08201	GB40225
AM08202	GB52473
AM08203	GB55537
AM08204	GB40014
AM08205	GB42230
AM08206	GB43902
AM08207	GB51644
AM08208	GB45227
AM08209	GB52560
AM08210	GB45926
AM08211	GB53028
AM08212	GB54194
AM08213	GB55643
AM08214	GB50299
AM08215	GB49622
AM08216	GB43792
AM08217	GB49410
AM08218	GB48175
AM08219	GB47947
AM08220	GB51797
AM08221	GB55639
AM08222	GB45851
AM08223	GB44532
AM08224	GB50164
AM08225	GB42702
AM08226	GB40074
AM08227	GB47788
AM08228	GB40319
AM08230	GB43157
AM08231	GB53596
AM08232	GB44749
AM08233	GB45054
AM08234	GB42576
AM08235	GB44590
AM08236	GB40283
AM08237	GB40803
AM08238	GB55940
AM08239	GB44353
AM08240	GB55158
AM08241	GB44028
AM08242	GB42716
AM08243	GB49177
AM08244	GB41076
AM08245	GB40770
AM08246	GB52887
AM08247	GB44262
AM08248	GB53351
AM08249	GB55375
AM08250	GB55416
AM08251	GB44681
AM08252	GB52253
AM08253	GB47550
AM08254	GB51956
AM08255	GB40684
AM08256	GB48768
AM08257	GB43868
AM08259	GB50101
AM08260	GB41280
AM08261	GB41691
AM08262	GB41898
AM08263	GB53128
AM08264	GB49887
AM08265	GB41063
AM08266	GB49332
AM08267	GB51427
AM08268	GB43135
AM08269	GB45883
AM08270	GB50497
AM08271	GB52631
AM08272	GB43470
AM08273	GB55944
AM08274	GB54294
AM08275	GB40882
AM08276	GB48777
AM08277	GB46344
AM08278	GB50764
AM08279	GB42621
AM08280	GB47869
AM08281	GB55405
AM08282	GB52351
AM08283	GB42848
AM08284	GB44499
AM08285	GB48471
AM08286	GB51209
AM08287	GB46728
AM08288	GB52920
AM08289	GB43403
AM08290	GB56029
AM08291	GB48451
AM08292	GB44869
AM08293	GB47748
AM08294	GB43903
AM08295	GB49811
AM08296	GB40094
AM08297	GB43157
AM08298	GB48894
AM08299	GB52013
AM08300	GB51675
AM08301	GB53550
AM08302	GB50640
AM08303	GB53317
AM08304	GB48147
AM08305	GB48097
AM08306	GB47827
AM08307	GB48402
AM08308	GB41320
AM08309	GB45418
AM08310	GB42188
AM08311	GB47039
AM08312	GB46503
AM08313	GB55560
AM08315	GB51495
AM08316	GB42734
AM08317	GB50157
AM08318	GB44421
AM08321	GB48886
AM08322	GB48775
AM08323	GB48543
AM08324	GB53613
AM08325	GB46610
AM08326	GB50370
AM08327	GB50011
AM08328	GB48850
AM08329	GB42190
AM08330	GB49749
AM08331	GB52352
AM08332	GB46436
AM08333	GB49807
AM08334	GB42932
AM08335	GB46158
AM08337	GB46776
AM08338	GB54629
AM08339	GB54973
AM08340	GB48371
AM08341	GB45499
AM08342	GB46678
AM08343	GB50548
AM08344	GB53023
AM08345	GB40781
AM08346	GB41755
AM08347	GB47508
AM08348	GB47601
AM08349	GB52532
AM08350	GB45609
AM08351	GB49406
AM08352	GB46911
AM08353	GB52165
AM08354	GB46533
AM08355	GB46613
AM08356	GB50968
AM08357	GB51133
AM08358	GB47332
AM08359	GB41135
AM08360	GB44418
AM08361	GB46579
AM08362	GB43004
AM08363	GB47955
AM08364	GB42183
AM08366	GB55219
AM08367	GB52348
AM08368	GB49772
AM08369	GB41916
AM08370	GB42133
AM08371	GB50178
AM08372	GB47934
AM08373	GB46471
AM08374	GB45169
AM08375	GB49885
AM08376	GB49054
AM08377	GB47964
AM08378	GB43300
AM08379	GB54577
AM08380	GB54835
AM08381	GB47109
AM08382	GB48755
AM08383	GB46800
AM08384	GB54830
AM08385	GB53975
AM08386	GB46894
AM08387	GB40436
AM08388	GB55892
AM08389	GB40278
AM08390	GB50185
AM08391	GB40308
AM08392	GB45584
AM08393	GB40130
AM08394	GB48685
AM08395	GB53368
AM08396	GB45660
AM08397	GB40427
AM08398	GB44462
AM08399	GB52571
AM08400	GB43171
AM08401	GB48064
AM08402	GB55116
AM08403	GB45485
AM08404	GB52980
AM08405	GB54880
AM08406	GB45491
AM08407	GB51684
AM08408	GB48874
AM08409	GB46035
AM08410	GB44881
AM08411	GB42087
AM08412	GB49833
AM08413	GB40711
AM08414	GB54809
AM08415	GB52704
AM08416	GB47017
AM08417	GB49231
AM08418	GB52718
AM08419	GB51904
AM08420	GB53700
AM08421	GB55222
AM08422	GB53243
AM08423	GB41917
AM08425	GB48684
AM08427	GB50561
AM08428	GB45071
AM08429	GB47042
AM08430	GB51917
AM08431	GB45126
AM08432	GB47073
AM08433	GB41243
AM08434	GB43038
AM08435	GB49637
AM08436	GB55847
AM08437	GB48574
AM08438	GB45683
AM08439	GB52133
AM08440	GB53852
AM08441	GB41902
AM08442	GB44808
AM08443	GB42773
AM08444	GB54209
AM08445	GB42952
AM08446	GB51304
AM08447	GB50580
AM08448	GB50937
AM08449	GB51866
AM08450	GB43530
AM08451	GB45696
AM08452	GB55106
AM08453	GB51078
AM08454	GB40672
AM08456	GB47574
AM08457	GB50889
AM08458	GB54525
AM08459	GB48423
AM08460	GB40047
AM08461	GB46910
AM08462	GB49356
AM08463	GB53939
AM08464	GB42650
AM08465	GB47894
AM08466	GB47473
AM08467	GB51738
AM08468	GB45123
AM08469	GB46697
AM08470	GB50966
AM08471	GB40398
AM08472	GB43050
AM08473	GB49351
AM08474	GB45441
AM08475	GB44472
AM08476	GB45634
AM08477	GB44679
AM08478	GB55334
AM08479	GB53865
AM08480	GB43025
AM08482	GB44918
AM08483	GB46028
AM08484	GB41293
AM08485	GB55556
AM08486	GB48940
AM08487	GB50973
AM08489	GB50690
AM08490	GB44653
AM08491	GB55510
AM08492	GB55846
AM08493	GB49640
AM08494	GB40652
AM08495	GB49596
AM08496	GB50808
AM08497	GB43116
AM08498	GB49809
AM08499	GB49903
AM08500	GB42203
AM08501	GB40229
AM08502	GB46448
AM08503	GB48849
AM08504	GB48701
AM08505	GB51991
AM08506	GB43448
AM08508	GB48664
AM08509	GB46812
AM08510	GB55872
AM08511	GB50849
AM08512	GB44445
AM08513	GB44521
AM08514	GB52923
AM08515	GB40114
AM08516	GB45601
AM08517	GB53208
AM08518	GB50831
AM08519	GB49888
AM08520	GB51431
AM08521	GB51649
AM08522	GB42350
AM08523	GB50361
AM08524	GB53387
AM08525	GB47942
AM08526	GB52331
AM08527	GB44774
AM08528	GB55801
AM08529	GB44608
AM08530	GB48337
AM08531	GB43389
AM08533	GB42312
AM08534	GB54447
AM08535	GB46681
AM08536	GB45155
AM08537	GB48736
AM08538	GB41855
AM08539	GB52619
AM08540	GB51749
AM08541	GB55628
AM08542	GB48809
AM08543	GB55413
AM08544	GB50000
AM08545	GB48512
AM08546	GB50769
AM08547	GB47656
AM08548	GB42144
AM08549	GB42202
AM08550	GB40397
AM08551	GB48728
AM08552	GB44616
AM08553	GB45194
AM08554	GB50130
AM08555	GB49751
AM08556	GB53196
AM08557	GB49792
AM08558	GB49112
AM08559	GB41794
AM08560	GB44331
AM08561	GB42804
AM08562	GB41196
AM08563	GB42861
AM08564	GB47151
AM08565	GB47151
AM08566	GB42266
AM08567	GB51085
AM08568	GB41446
AM08569	GB45774
AM08570	GB44002
AM08571	GB43638
AM08572	GB40713
AM08573	GB49988
AM08574	GB42551
AM08575	GB54164
AM08576	GB49930
AM08577	GB52539
AM08579	GB54697
AM08580	GB53659
AM08581	GB50014
AM08582	GB43611
AM08583	GB43626
AM08584	GB52918
AM08585	GB47154
AM08586	GB40531
AM08587	GB50098
AM08588	GB48005
AM08589	GB41807
AM08590	GB55651
AM08591	GB45223
AM08592	GB49280
AM08593	GB52925
AM08594	GB42913
AM08595	GB46091
AM08596	GB46398
AM08597	GB49826
AM08598	GB52888
AM08599	GB43908
AM08600	GB54089
AM08601	GB46111
AM08602	GB45565
AM08603	GB50186
AM08604	GB47373
AM08605	GB40775
AM08606	GB46487
AM08607	GB54111
AM08608	GB43393
AM08609	GB47100
AM08610	GB51366
AM08611	GB55820
AM08612	GB52179
AM08613	GB49517
AM08614	GB45341
AM08615	GB41148
AM08616	GB54456
AM08617	GB49345
AM08618	GB49055
AM08619	GB48080
AM08620	GB50605
AM08621	GB48509
AM08622	GB41195
AM08623	GB48171
AM08624	GB46876
AM08625	GB48266
AM08626	GB41263
AM08627	GB47280
AM08628	GB43103
AM08629	GB48544
AM08630	GB41586
AM08631	GB43270
AM08632	GB45945
AM08633	GB52553
AM08634	GB41483
AM08635	GB52636
AM08636	GB51611
AM08637	GB44276
AM08638	GB54554
AM08640	GB46253
AM08641	GB46759
AM08642	GB49931
AM08643	GB47864
AM08644	GB43737
AM08645	GB42840
AM08646	GB42182
AM08648	GB48356
AM08649	GB54610
AM08650	GB47295
AM08651	GB44170
AM08652	GB47882
AM08653	GB46217
AM08654	GB40289
AM08656	GB48256
AM08657	GB54522
AM08658	GB41745
AM08659	GB46688
AM08660	GB54794
AM08661	GB40773
AM08662	GB54722
AM08663	GB45958
AM08664	GB54733
AM08665	GB42964
AM08666	GB50962
AM08667	GB50198
AM08668	GB47926
AM08669	GB44200
AM08670	GB55995
AM08671	GB50553
AM08672	GB51483
AM08673	GB53436
AM08674	GB50372
AM08675	GB44536
AM08676	GB54168
AM08677	GB53298
AM08678	GB51239
AM08679	GB55536
AM08680	GB55276
AM08681	GB45704
AM08682	GB53249
AM08683	GB44130
AM08684	GB53656
AM08685	GB54700
AM08686	GB41052
AM08687	GB54399
AM08688	GB52661
AM08689	GB53945
AM08690	GB46019
AM08691	GB51543
AM08692	GB40578
AM08693	GB51433
AM08694	GB54297
AM08695	GB47540
AM08696	GB43687
AM08697	GB49027
AM08698	GB44404
AM08699	GB51966
AM08700	GB54363
AM08701	GB42585
AM08702	GB47068
AM08703	GB51854
AM08704	GB46534
AM08705	GB42138
AM08706	GB41539
AM08707	GB49494
AM08708	GB46386
AM08709	GB45956
AM08710	GB50751
AM08711	GB48486
AM08712	GB47268
AM08713	GB51553
AM08714	GB55881
AM08715	GB55046
AM08716	GB54570
AM08717	GB49629
AM08718	GB53662
AM08719	GB46983
AM08720	GB50854
AM08721	GB53823
AM08722	GB51727
AM08723	GB50949
AM08724	GB49914
AM08725	GB54958
AM08726	GB45701
AM08727	GB43888
AM08729	GB47419
AM08730	GB56017
AM08731	GB49525
AM08732	GB46795
AM08733	GB53398
AM08734	GB52737
AM08735	GB49174
AM08737	GB47271
AM08738	GB45173
AM08739	GB52417
AM08740	GB41818
AM08741	GB51849
AM08742	GB51562
AM08743	GB54136
AM08744	GB48075
AM08745	GB51342
AM08746	GB45688
AM08747	GB49607
AM08748	GB42643
AM08749	GB53403
AM08750	GB43798
AM08751	GB46674
AM08753	GB48929
AM08754	GB51464
AM08755	GB50374
AM08756	GB46929
AM08757	GB44676
AM08758	GB47372
AM08759	GB54979
AM08760	GB51555
AM08761	GB42732
AM08763	GB46512
AM08764	GB49505
AM08765	GB45451
AM08766	GB50242
AM08767	GB44302
AM08768	GB45074
AM08769	GB51885
AM08770	GB53328
AM08771	GB55359
AM08772	GB49703
AM08773	GB51494
AM08774	GB44163
AM08775	GB53934
AM08776	GB53979
AM08777	GB51330
AM08778	GB43129
AM08779	GB44871
AM08780	GB43422
AM08782	GB50031
AM08784	GB44685
AM08785	GB43093
AM08786	GB47567
AM08787	GB51226
AM08788	GB46298
AM08789	GB46022
AM08790	GB55353
AM08791	GB56027
AM08796	GB53697
AM08797	GB55003
AM08798	GB47661
AM08799	GB52783
AM08800	GB44149
AM08801	GB53008
AM08802	GB43755
AM08803	GB49129
AM08804	GB47194
AM08805	GB53088
AM08806	GB49276
AM08807	GB55020
AM08808	GB46967
AM08809	GB54243
AM08810	GB45944
AM08811	GB42031
AM08812	GB44000
AM08813	GB52012
AM08814	GB55364
AM08815	GB44254
AM08816	GB43208
AM08817	GB52708
AM08818	GB52168
AM08819	GB49339
AM08820	GB43541
AM08821	GB55160
AM08822	GB49709
AM08823	GB44495
AM08824	GB45525
AM08825	GB49869
AM08826	GB55212
AM08827	GB46029
AM08828	GB50025
AM08829	GB44329
AM08830	GB51544
AM08831	GB49429
AM08832	GB53199
AM08833	GB53180
AM08834	GB46844
AM08835	GB46404
AM08836	GB50202
AM08837	GB49298
AM08838	GB53781
AM08839	GB50532
AM08840	GB51613
AM08841	GB41147
AM08842	GB53100
AM08843	GB43280
AM08844	GB41297
AM08845	GB53035
AM08846	GB53682
AM08847	GB49423
AM08848	GB46707
AM08849	GB42837
AM08850	GB52911
AM08851	GB44336
AM08852	GB45087
AM08853	GB49641
AM08854	GB40856
AM08855	GB46925
AM08856	GB45433
AM08857	GB53297
AM08858	GB52153
AM08859	GB45224
AM08860	GB46972
AM08861	GB45171
AM08862	GB47881
AM08863	GB48065
AM08864	GB49028
AM08865	GB42238
AM08866	GB49522
AM08867	GB43579
AM08868	GB40892
AM08869	GB49634
AM08870	GB51883
AM08871	GB54893
AM08872	GB53644
AM08873	GB52392
AM08874	GB42652
AM08875	GB47054
AM08876	GB44718
AM08877	GB51815
AM08878	GB49963
AM08879	GB48426
AM08880	GB43441
AM08882	GB43831
AM08883	GB42043
AM08884	GB41900
AM08885	GB50032
AM08886	GB40102
AM08887	GB51756
AM08888	GB54177
AM08889	GB52421
AM08890	GB49076
AM08891	GB48675
AM08892	GB45221
AM08893	GB53708
AM08894	GB46364
AM08895	GB46447
AM08896	GB55489
AM08897	GB52459
AM08898	GB44705
AM08899	GB54780
AM08900	GB41367
AM08901	GB49800
AM08902	GB50414
AM08903	GB47190
AM08904	GB55215
AM08905	GB52043
AM08906	GB40907
AM08907	GB40297
AM08908	GB44519
AM08909	GB41079
AM08910	GB43459
AM08911	GB45306
AM08912	GB41206
AM08913	GB48162
AM08914	GB43538
AM08915	GB47396
AM08916	GB43256
AM08917	GB53665
AM08918	GB40600
AM08919	GB43295
AM08920	GB42763
AM08921	GB50231
AM08922	GB46514
AM08923	GB48095
AM08924	GB51903
AM08925	GB46628
AM08926	GB46792
AM08927	GB50311
AM08928	GB44900
AM08929	GB52328
AM08930	GB51167
AM08931	GB42628
AM08932	GB48332
AM08933	GB53086
AM08934	GB44206
AM08935	GB44139
AM08936	GB49929
AM08937	GB45695
AM08938	GB45695
AM08939	GB41697
AM08941	GB41305
AM08942	GB42063
AM08943	GB49529
AM08944	GB54496
AM08945	GB50693
AM08946	GB49071
AM08947	GB40303
AM08948	GB40831
AM08949	GB41132
AM08950	GB42889
AM08951	GB41270
AM08952	GB55782
AM08953	GB50144
AM08954	GB46960
AM08955	GB46804
AM08956	GB52559
AM08957	GB40385
AM08958	GB49785
AM08959	GB41109
AM08960	GB43316
AM08961	GB41997
AM08963	GB55209
AM08965	GB45260
AM08966	GB50806
AM08967	GB54159
AM08968	GB54170
AM08969	GB40306
AM08970	GB44413
AM08971	GB55998
AM08972	GB49879
AM08973	GB47260
AM08974	GB45490
AM08975	GB44758
AM08976	GB45077
AM08977	GB41740
AM08978	GB49344
AM08979	GB47549
AM08980	GB42741
AM08981	GB50078
AM08982	GB56012
AM08983	GB49139
AM08984	GB42147
AM08985	GB46791
AM08986	GB44965
AM08987	GB41025
AM08988	GB40382
AM08989	GB53310
AM08990	GB43185
AM08991	GB42809
AM08992	GB48404
AM08993	GB52215
AM08994	GB46642
AM08995	GB46299
AM08996	GB49108
AM08997	GB40491
AM08998	GB54953
AM08999	GB47842
AM09000	GB43219
AM09001	GB44594
AM09002	GB40075
AM09003	GB41065
AM09004	GB45352
AM09005	GB50066
AM09006	GB48434
AM09007	GB48438
AM09008	GB40783
AM09009	GB41511
AM09011	GB46601
AM09012	GB43495
AM09014	GB42112
AM09015	GB43872
AM09016	GB54778
AM09017	GB45653
AM09018	GB51757
AM09019	GB52499
AM09020	GB46059
AM09021	GB48048
AM09022	GB48308
AM09023	GB41704
AM09024	GB54384
AM09025	GB42211
AM09026	GB53709
AM09027	GB51683
AM09028	GB50211
AM09029	GB41369
AM09030	GB44615
AM09031	GB51009
AM09032	GB49080
AM09033	GB42529
AM09034	GB54303
AM09035	GB49020
AM09036	GB45131
AM09037	GB49803
AM09038	GB55204
AM09039	GB47736
AM09040	GB48967
AM09041	GB45627
AM09042	GB54483
AM09043	GB42526
AM09044	GB55559
AM09045	GB43187
AM09046	GB54871
AM09047	GB52716
AM09048	GB52212
AM09049	GB54583
AM09050	GB41762
AM09051	GB48820
AM09052	GB48699
AM09053	GB50935
AM09054	GB44932
AM09055	GB47423
AM09056	GB44443
AM09057	GB53557
AM09058	GB42043
AM09059	GB44020
AM09060	GB42105
AM09061	GB46061
AM09062	GB50150
AM09063	GB46202
AM09064	GB41633
AM09065	GB54841
AM09066	GB51345
AM09067	GB50257
AM09069	GB41610
AM09072	GB48484
AM09073	GB52644
AM09074	GB42930
AM09075	GB48998
AM09076	GB45905
AM09077	GB50536
AM09078	GB46180
AM09079	GB49377
AM09080	GB49953
AM09081	GB54350
AM09082	GB40027
AM09083	GB47333
AM09084	GB55233
AM09085	GB42326
AM09086	GB55016
AM09087	GB49120
AM09088	GB54207
AM09089	GB46831
AM09090	GB54470
AM09091	GB55112
AM09092	GB54665
AM09093	GB48833
AM09094	GB48074
AM09095	GB54262
AM09096	GB47445
AM09097	GB45536
AM09098	GB55941
AM09099	GB48924
AM09101	GB48411
AM09102	GB52026
AM09103	GB50574
AM09104	GB51674
AM09105	GB44398
AM09106	GB54510
AM09107	GB55423
AM09108	GB45646
AM09109	GB45498
AM09110	GB55666
AM09111	GB40994
AM09112	GB40638
AM09113	GB47443
AM09114	GB45932
AM09115	GB48006
AM09116	GB54511
AM09117	GB45195
AM09118	GB46169
AM09119	GB54684
AM09120	GB47136
AM09121	GB49571
AM09122	GB42810
AM09123	GB49255
AM09124	GB54829
AM09125	GB40726
AM09126	GB52316
AM09127	GB51798
AM09128	GB50179
AM09129	GB46540
AM09130	GB47413
AM09131	GB47413
AM09132	GB40261
AM09134	GB51440
AM09135	GB44174
AM09136	GB53341
AM09137	GB46597
AM09139	GB40205
AM09140	GB54988
AM09141	GB50421
AM09142	GB55777
AM09143	GB46339
AM09144	GB55906
AM09145	GB42369
AM09146	GB52260
AM09147	GB43812
AM09148	GB47610
AM09149	GB53500
AM09150	GB51967
AM09151	GB40823
AM09152	GB53122
AM09153	GB40658
AM09154	GB51658
AM09155	GB43697
AM09156	GB53125
AM09158	GB42141
AM09159	GB50094
AM09161	GB48148
AM09162	GB44416
AM09163	GB40490
AM09164	GB53958
AM09165	GB55455
AM09166	GB43580
AM09168	GB44138
AM09170	GB46740
AM09171	GB51725
AM09172	GB50996
AM09174	GB43537
AM09175	GB44907
AM09176	GB45999
AM09177	GB55301
AM09178	GB42822
AM09179	GB54998
AM09180	GB52557
AM09181	GB54606
AM09182	GB47650
AM09183	GB55507
AM09184	GB47212
AM09185	GB42463
AM09186	GB50367
AM09187	GB45228
AM09188	GB51452
AM09189	GB55798
AM09190	GB48996
AM09191	GB40656
AM09192	GB49337
AM09193	GB43818
AM09194	GB49977
AM09195	GB43602
AM09196	GB49399
AM09197	GB52025
AM09198	GB55527
AM09199	GB44927
AM09200	GB48430
AM09201	GB49555
AM09202	GB54980
AM09203	GB48913
AM09204	GB53395
AM09205	GB42139
AM09206	GB47747
AM09207	GB48963
AM09208	GB52970
AM09209	GB47565
AM09210	GB54700
AM09211	GB54657
AM09212	GB55205
AM09213	GB51723
AM09214	GB45380
AM09215	GB53540
AM09216	GB53223
AM09218	GB40041
AM09219	GB55009
AM09221	GB42263
AM09222	GB53045
AM09223	GB46170
AM09224	GB49411
AM09225	GB52981
AM09226	GB42692
AM09227	GB44580
AM09228	GB49649
AM09229	GB40259
AM09230	GB51525
AM09231	GB47928
AM09232	GB49682
AM09233	GB51620
AM09234	GB43606
AM09235	GB49190
AM09236	GB40732
AM09238	GB41903
AM09239	GB52781
AM09240	GB46505
AM09241	GB55015
AM09242	GB40492
AM09243	GB49189
AM09244	GB50829
AM09245	GB43168
AM09246	GB43168
AM09247	GB43168
AM09248	GB40016
AM09249	GB44098
AM09250	GB47594
AM09251	GB42895
AM09252	GB49348
AM09253	GB42412
AM09254	GB50505
AM09255	GB55916
AM09256	GB40454
AM09257	GB50106
AM09258	GB54346
AM09259	GB51745
AM09260	GB49899
AM09261	GB40731
AM09262	GB44502
AM09263	GB50596
AM09264	GB50075
AM09265	GB50591
AM09266	GB42781
AM09267	GB48243
AM09268	GB41341
AM09269	GB50387
AM09270	GB55017
AM09271	GB50453
AM09272	GB47755
AM09273	GB49672
AM09274	GB49297
AM09275	GB41184
AM09276	GB50447
AM09277	GB44513
AM09278	GB52803
AM09279	GB49093
AM09280	GB48052
AM09281	GB49242
AM09283	GB53825
AM09284	GB51759
AM09285	GB54030
AM09286	GB54787
AM09287	GB43075
AM09288	GB54675
AM09289	GB43353
AM09290	GB41850
AM09291	GB48151
AM09292	GB56025
AM09293	GB47304
AM09294	GB43634
AM09295	GB47740
AM09296	GB44081
AM09297	GB44577
AM09298	GB52283
AM09299	GB48158
AM09300	GB44518
AM09301	GB44346
AM09302	GB43225
AM09303	GB40225
AM09304	GB42986
AM09305	GB45555
AM09306	GB55123
AM09307	GB42670
AM09308	GB54978
AM09309	GB42787
AM09310	GB42891
AM09311	GB43311
AM09312	GB44933
AM09313	GB47806
AM09314	GB51817
AM09315	GB48230
AM09316	GB44658
AM09317	GB48991
AM09318	GB55914
AM09319	GB51851
AM09320	GB45795
AM09321	GB41495
AM09322	GB50163
AM09323	GB44893
AM09324	GB45154
AM09325	GB44058
AM09326	GB47599
AM09328	GB41214
AM09329	GB45434
AM09330	GB51198
AM09331	GB51380
AM09332	GB51692
AM09333	GB42888
AM09334	GB41167
AM09335	GB50302
AM09337	GB53603
AM09338	GB40833
AM09340	GB42636
AM09341	GB50210
AM09342	GB44888
AM09343	GB40428
AM09344	GB53685
AM09345	GB42681
AM09346	GB54950
AM09347	GB51732
AM09348	GB51984
AM09349	GB41599
AM09350	GB49309
AM09351	GB41289
AM09352	GB42735
AM09353	GB40012
AM09354	GB53725
AM09356	GB46017
AM09357	GB52792
AM09358	GB47472
AM09359	GB44325
AM09360	GB47007
AM09362	GB48277
AM09363	GB44532
AM09364	GB44122
AM09365	GB49517
AM09366	GB54236
AM09368	GB48482
AM09369	GB49353
AM09370	GB54846
AM09371	GB52509
AM09372	GB54548
AM09373	GB52804
AM09374	GB41101
AM09376	GB50415
AM09377	GB45000
AM09378	GB47629
AM09379	GB45505
AM09380	GB43716
AM09381	GB50579
AM09382	GB53831
AM09383	GB40021
AM09384	GB43005
AM09385	GB44646
AM09386	GB42594
AM09387	GB46916
AM09388	GB55797
AM09389	GB44340
AM09390	GB44340
AM09391	GB40350
AM09392	GB47943
AM09393	GB52220
AM09394	GB44537
AM09395	GB50577
AM09396	GB49770
AM09397	GB48498
AM09398	GB52063
AM09399	GB52515
AM09400	GB46325
AM09401	GB44155
AM09402	GB55984
AM09403	GB49421
AM09404	GB46225
AM09405	GB40442
AM09406	GB53619
AM09407	GB51113
AM09408	GB44184
AM09409	GB47329
AM09410	GB45114
AM09411	GB55457
AM09412	GB46899
AM09413	GB49525
AM09414	GB54724
AM09415	GB51520
AM09416	GB47040
AM09417	GB42634
AM09418	GB43692
AM09419	GB49661
AM09420	GB40457
AM09421	GB47030
AM09422	GB41358
AM09423	GB55911
AM09424	GB48735
AM09425	GB41888
AM09426	GB51814
AM09427	GB46639
AM09428	GB44305
AM09429	GB46097
AM09430	GB40837
AM09431	GB45517
AM09432	GB48567
AM09433	GB44735
AM09434	GB55661
AM09435	GB45806
AM09436	GB50864
AM09437	GB43555
AM09438	GB48136
AM09439	GB42017
AM09440	GB47037
AM09441	GB45128
