GB	GBold
GB41693	GB12147
GB41694	GB19826
GB41695	GB14790
GB41696	NULL
GB41697	GB16358
GB41698	GB17482
GB41699	NULL
GB41700	GB14793
GB41701	GB14495
GB41702	GB14495
GB41703	GB17061
GB41704	GB16444
GB41705	NULL
GB41706	NULL
GB41707	GB10122
GB41708	NULL
GB41709	NULL
GB41710	GB17345
GB41711	GB13378
GB41712	NULL
GB41713	GB10448
GB41714	NULL
GB41715	GB19004
GB41716	NULL
GB41717	NULL
GB41718	GB18465
GB41719	GB17047
GB41720	GB17011
GB41721	NULL
GB41722	NULL
GB41723	GB20133
GB41724	GB13533
GB41725	GB17962
GB41726	GB19677
GB41727	GB19677
GB41728	NULL
GB41730	NULL
GB41731	NULL
GB41732	GB12854
GB41733	GB15238
GB41734	GB18088
GB41735	NULL
GB41736	GB13817
GB41737	GB14256
GB41738	GB13029
GB41739	GB16396
GB41740	NULL
GB41741	GB10658
GB41742	GB13501
GB41743	NULL
GB41744	NULL
GB41745	NULL
GB41746	GB10232
GB41747	GB11594
GB41748	NULL
GB41749	GB10293
GB41750	NULL
GB41751	GB10007
GB41752	NULL
GB41753	NULL
GB41754	GB19186
GB41755	GB15764
GB41756	NULL
GB41757	GB17615
GB41758	GB12662
GB41759	GB11377
GB41760	GB17745
GB41761	GB19807
GB41762	GB16471
GB41763	NULL
GB41764	NULL
GB41765	NULL
GB41766	NULL
GB41767	NULL
GB41768	GB18678
GB41769	GB10541
GB41770	GB13769
GB41771	NULL
GB41772	NULL
GB41773	GB10453
GB41774	NULL
GB41775	GB18098
GB41776	NULL
GB41777	GB11153
GB41778	GB18633
GB41779	NULL
GB41780	GB18023
GB41781	GB19570
GB41782	NULL
GB41783	NULL
GB41784	NULL
GB41785	NULL
GB41786	NULL
GB41787	NULL
GB41788	GB15065
GB41790	NULL
GB41792	GB15214
GB41793	GB18121
GB41794	GB15978
GB41795	GB11157
GB41796	GB19952
GB41797	GB10436
GB41798	GB12526
GB41799	GB18093
GB41800	GB18093
GB41801	GB13717
GB41802	GB17496
GB41803	GB14113
GB41804	GB19484
GB41806	GB17450
GB41807	GB13989
GB41808	GB13989
GB41809	NULL
GB41810	GB15193
GB41811	GB14674
GB41812	NULL
GB41813	NULL
GB41814	NULL
GB41815	GB14064
GB41816	NULL
GB41817	NULL
GB41818	NULL
GB41819	GB11749
GB41820	NULL
GB41821	GB11749
GB41822	GB12908
GB41823	GB11545
GB41824	GB14650
GB41825	GB14172
GB41826	GB14503
GB41827	GB12849
GB41829	GB18366
GB41830	GB13280
GB41831	GB13280
GB41832	NULL
GB41834	GB20045
GB41835	GB11899
GB41836	GB18921
GB41837	NULL
GB41838	NULL
GB41839	GB19334
GB41840	GB13968
GB41841	GB17717
GB41842	GB17404
GB41843	GB12383
GB41844	GB14503
GB41845	GB10863
GB41846	GB18042
GB41847	GB19346
GB41848	NULL
GB41849	NULL
GB41850	GB16711
GB41851	NULL
GB41852	GB19938
GB41853	NULL
GB41854	NULL
GB41855	GB15957
GB41856	GB14873
GB41857	GB17780
GB41858	GB16916
GB41859	GB12739
GB41860	GB13673
GB41861	NULL
GB41862	GB13673
GB41863	GB11732
GB41864	NULL
GB41865	GB12455
GB41866	GB12409
GB41867	GB12703
GB41869	GB16923
GB41870	GB16923
GB41871	GB19145
GB41872	GB17537
GB41873	GB17520
GB41874	GB12747
GB41875	NULL
GB41876	GB14999
GB41877	GB13240
GB41878	GB13240
GB41879	NULL
GB41881	GB19131
GB41882	GB19300
GB41883	GB19342
GB41884	GB11760
GB41885	GB11760
GB41886	GB11642
GB41887	NULL
GB41888	NULL
GB41889	GB12125
GB41890	GB10725
GB41891	GB19994
GB41892	GB19994
GB41893	GB19994
GB41894	GB19994
GB41895	GB19994
GB41896	NULL
GB41897	GB12295
GB41898	NULL
GB41899	NULL
GB41900	GB16304
GB41901	GB11145
GB41902	GB15859
GB41903	NULL
GB41904	GB15123
GB41905	NULL
GB41906	GB14135
GB41907	GB14135
GB41908	GB12707
GB41909	GB20006
GB41910	NULL
GB41911	NULL
GB41912	GB19935
GB41913	NULL
GB41914	NULL
GB41915	NULL
GB41916	GB15787
GB41917	GB15841
GB41918	NULL
GB41919	NULL
GB41920	GB19910
GB41921	GB19910
GB41922	GB13859
GB41923	GB18271
GB41926	NULL
GB41931	NULL
GB41932	NULL
GB41933	NULL
GB41937	GB13007
GB41940	NULL
GB41942	GB15248
GB41943	NULL
GB41944	NULL
GB41945	GB17798
GB41946	GB13470
GB41949	NULL
GB41950	NULL
GB41951	NULL
GB41952	NULL
GB41953	NULL
GB41954	NULL
GB41955	NULL
GB41959	NULL
GB41960	NULL
GB41961	NULL
GB41962	NULL
GB41963	NULL
GB41964	NULL
GB41965	NULL
GB41966	NULL
GB41967	NULL
GB41968	NULL
GB41969	GB11989
GB41970	GB17957
GB41972	GB13568
GB41973	GB16919
GB41974	GB17228
GB41975	GB17196
GB41976	NULL
GB41977	GB18766
GB41979	GB11461
GB41980	GB18974
GB41981	GB14103
GB41982	GB13818
GB41983	GB10741
GB41985	GB13524
GB41986	GB11793
GB41987	GB10175
GB41988	GB10175
GB41989	GB10175
GB41990	NULL
GB41991	NULL
GB41992	NULL
GB41993	NULL
GB41994	NULL
GB41996	NULL
GB41997	GB15311
GB41998	GB15311
GB41999	GB15311
GB42000	GB15311
GB42004	GB19091
GB42007	GB12602
GB42008	NULL
GB42010	GB13773
GB42011	GB13773
GB42012	NULL
GB42013	NULL
GB42014	GB12788
GB42015	GB15516
GB42016	GB19403
GB42017	GB16862
GB42018	NULL
GB42019	GB19166
GB42020	GB19909
GB42021	GB19166
GB42022	GB13657
GB42023	GB12704
GB42024	GB10042
GB42025	GB14338
GB42026	GB15213
GB42027	NULL
GB42028	NULL
GB42029	NULL
GB42030	NULL
GB42031	GB16231
GB42032	GB15051
GB42033	NULL
GB42035	GB19204
GB42036	GB18558
GB42037	GB17574
GB42038	GB14827
GB42039	GB12316
GB42040	NULL
GB42041	NULL
GB42043	GB16479
GB42044	NULL
GB42045	NULL
GB42046	GB12212
GB42048	NULL
GB42049	GB16479
GB42050	NULL
GB42051	GB12118
GB42052	GB10499
GB42053	GB14261
GB42054	GB10191
GB42055	GB10191
GB42056	NULL
GB42057	GB10191
GB42058	GB14198
GB42059	NULL
GB42060	NULL
GB42062	GB10002
GB42063	GB16361
GB42064	GB16361
GB42065	NULL
GB42066	GB10414
GB42067	NULL
GB42069	NULL
GB42070	NULL
GB42071	GB10426
GB42072	GB15461
GB42073	NULL
GB42074	GB19428
GB42075	GB19428
GB42076	GB20027
GB42077	GB20027
GB42078	GB18674
GB42079	GB10121
GB42081	NULL
GB42082	GB20003
GB42083	NULL
GB42084	NULL
GB42085	NULL
GB42086	GB12426
GB42087	GB12426
GB42088	NULL
GB42089	GB12771
GB42090	NULL
GB42091	NULL
GB42093	NULL
GB42095	NULL
GB42096	GB12232
GB42097	NULL
GB42099	NULL
GB42104	NULL
GB42106	GB10144
GB42107	NULL
GB42109	NULL
GB42110	GB15319
GB42111	NULL
GB42112	GB16435
GB42116	NULL
GB42119	NULL
GB42122	NULL
GB42133	GB15788
GB42135	GB18327
GB42136	GB10600
GB42137	NULL
GB42138	GB16125
GB42139	GB16627
GB42140	GB16896
GB42141	GB16579
GB42142	GB16873
GB42143	GB13256
GB42144	NULL
GB42145	NULL
GB42146	NULL
GB42147	NULL
GB42148	GB17207
GB42149	GB17207
GB42150	GB17207
GB42151	NULL
GB42152	GB13772
GB42153	NULL
GB42154	NULL
GB42155	GB10848
GB42156	GB18435
GB42157	NULL
GB42159	GB12175
GB42160	NULL
GB42161	GB12931
GB42162	NULL
GB42163	NULL
GB42164	GB14808
GB42165	NULL
GB42166	NULL
GB42167	GB12075
GB42168	GB14436
GB42169	GB10320
GB42170	GB10320
GB42171	NULL
GB42172	NULL
GB42173	GB13300
GB42174	NULL
GB42175	GB11203
GB42176	NULL
GB42177	NULL
GB42178	NULL
GB42179	GB10008
GB42180	NULL
GB42181	NULL
GB42182	NULL
GB42183	NULL
GB42184	NULL
GB42186	GB12120
GB42187	GB15727
GB42188	GB15727
GB42189	GB17248
GB42190	GB15747
GB42191	NULL
GB42192	GB17727
GB42193	GB18000
GB42194	GB14311
GB42195	GB11747
GB42196	GB19539
GB42197	NULL
GB42198	NULL
GB42199	NULL
GB42200	GB10673
GB42201	GB19438
GB42202	NULL
GB42203	GB15919
GB42204	GB19542
GB42205	GB17073
GB42206	NULL
GB42207	GB10950
GB42208	NULL
GB42209	NULL
GB42210	GB15473
GB42211	GB16446
GB42212	GB19607
GB42213	GB19607
GB42214	GB19607
GB42215	GB12005
GB42216	NULL
GB42217	NULL
GB42218	NULL
GB42219	NULL
GB42220	GB19698
GB42221	NULL
GB42222	GB15265
GB42223	GB17379
GB42224	GB20090
GB42225	GB20090
GB42227	GB11341
GB42228	NULL
GB42229	NULL
GB42230	GB15621
GB42231	GB19534
GB42232	NULL
GB42233	GB18785
GB42234	GB19864
GB42235	NULL
GB42236	GB19943
GB42237	GB10979
GB42238	GB16285
GB42239	GB13042
GB42241	GB12501
GB42242	GB12501
GB42244	NULL
GB42245	NULL
GB42246	GB10433
GB42247	NULL
GB42249	GB17390
GB42250	NULL
GB42252	GB15448
GB42253	NULL
GB42256	NULL
GB42257	NULL
GB42258	NULL
GB42259	NULL
GB42260	NULL
GB42261	GB19360
GB42262	NULL
GB42263	GB16643
GB42264	GB14866
GB42265	NULL
GB42266	GB15984
GB42267	NULL
GB42268	GB19934
GB42269	GB19934
GB42270	NULL
GB42271	GB17625
GB42272	NULL
GB42273	GB15984
GB42274	GB11118
GB42275	NULL
GB42276	GB15364
GB42277	GB10726
GB42278	GB10726
GB42279	GB15283
GB42280	GB15283
GB42281	GB19922
GB42282	NULL
GB42283	NULL
GB42284	NULL
GB42286	NULL
GB42287	NULL
GB42288	NULL
GB42289	NULL
GB42290	NULL
GB42292	GB12080
GB42294	NULL
GB42295	GB19100
GB42296	GB19100
GB42297	GB19860
GB42298	GB10315
GB42299	NULL
GB42300	NULL
GB42301	NULL
GB42302	NULL
GB42303	NULL
GB42304	GB14092
GB42305	NULL
GB42306	GB14804
GB42307	NULL
GB42309	NULL
GB42310	NULL
GB42311	NULL
GB42312	GB15952
GB42313	GB10205
GB42314	GB10205
GB42315	GB18555
GB42316	GB18555
GB42317	GB15190
GB42318	GB10321
GB42319	GB11580
GB42320	GB18989
GB42321	GB18989
GB42323	NULL
GB42324	GB18681
GB42325	GB16506
GB42326	GB16506
GB42327	NULL
GB42328	NULL
GB42329	NULL
GB42330	GB11631
GB42331	NULL
GB42332	NULL
GB42333	NULL
GB42334	NULL
GB42335	NULL
GB42336	NULL
GB42337	NULL
GB42338	NULL
GB42339	NULL
GB42340	NULL
GB42341	NULL
GB42342	NULL
GB42344	NULL
GB42346	NULL
GB42349	NULL
GB42350	NULL
GB42351	GB10228
GB42352	GB19416
GB42353	NULL
GB42354	GB13515
GB42355	GB18152
GB42356	GB13483
GB42357	NULL
GB42358	GB17018
GB42359	GB18584
GB42360	GB19258
GB42361	NULL
GB42362	NULL
GB42363	NULL
GB42364	NULL
GB42365	NULL
GB42366	GB13009
GB42367	NULL
GB42368	NULL
GB42369	NULL
GB42370	NULL
GB42372	GB14559
GB42373	GB15609
GB42374	GB13900
GB42375	GB10690
GB42376	NULL
GB42377	NULL
GB42378	NULL
GB42379	GB15131
GB42380	GB20149
GB42381	GB20149
GB42382	GB14535
GB42383	NULL
GB42384	GB12891
GB42385	GB14284
GB42386	NULL
GB42387	NULL
GB42388	NULL
GB42393	NULL
GB42397	NULL
GB42398	GB17038
GB42400	GB17768
GB42401	GB19524
GB42403	NULL
GB42404	NULL
GB42405	NULL
GB42408	GB14275
GB42409	GB14767
GB42410	NULL
GB42411	GB18060
GB42412	NULL
GB42413	GB13153
GB42414	GB13153
GB42415	GB19954
GB42416	GB19954
GB42417	GB11209
GB42418	GB15287
GB42419	NULL
GB42420	GB18690
GB42421	NULL
GB42422	GB17499
GB42423	GB13538
GB42424	GB13538
GB42425	GB11149
GB42426	GB10441
GB42427	GB17753
GB42428	GB11603
GB42429	GB15105
GB42430	NULL
GB42431	GB11769
GB42432	GB18670
GB42433	NULL
GB42434	NULL
GB42435	NULL
GB42436	GB18482
GB42437	NULL
GB42438	NULL
GB42439	NULL
GB42440	NULL
GB42441	NULL
GB42442	NULL
GB42443	NULL
GB42444	NULL
GB42445	NULL
GB42446	NULL
GB42447	GB12392
GB42448	GB10360
GB42449	NULL
GB42450	GB10983
GB42451	GB14720
GB42452	GB17130
GB42454	GB15527
GB42455	GB12605
GB42456	NULL
GB42457	GB19106
GB42458	GB13444
GB42459	NULL
GB42460	GB13065
GB42461	NULL
GB42462	NULL
GB42463	NULL
GB42464	NULL
GB42465	GB11181
GB42466	GB15197
GB42467	GB10753
GB42468	GB14550
GB42469	NULL
GB42470	NULL
GB42472	GB18032
GB42473	GB18032
GB42475	GB19107
GB42476	GB13105
GB42477	GB11142
GB42478	GB11142
GB42479	GB10561
GB42480	NULL
GB42481	NULL
GB42482	GB11840
GB42484	GB14689
GB42485	GB10365
GB42486	NULL
GB42487	GB10365
GB42488	NULL
GB42489	GB19491
GB42490	GB12968
GB42491	NULL
GB42492	NULL
GB42493	GB19347
GB42494	NULL
GB42495	GB18988
GB42496	GB13482
GB42497	GB18050
GB42498	NULL
GB42499	NULL
GB42500	GB17188
GB42501	GB13892
GB42504	NULL
GB42505	NULL
GB42506	NULL
GB42507	GB13249
GB42508	GB13249
GB42509	NULL
GB42510	NULL
GB42511	GB13645
GB42513	NULL
GB42514	NULL
GB42515	GB13228
GB42516	GB14357
GB42519	GB18878
GB42520	NULL
GB42521	NULL
GB42522	NULL
GB42523	NULL
GB42524	NULL
GB42525	GB10652
GB42526	GB16464
GB42527	GB12427
GB42529	GB16454
GB42530	NULL
GB42531	GB11845
GB42533	NULL
GB42534	GB14770
GB42535	NULL
GB42536	GB19176
GB42537	GB10353
GB42538	NULL
GB42539	NULL
GB42540	NULL
GB42541	GB17867
GB42542	NULL
GB42543	GB11036
GB42544	GB10881
GB42545	NULL
GB42547	NULL
GB42548	GB19176
GB42549	GB14528
GB42550	NULL
GB42551	GB15992
GB42552	NULL
GB42553	NULL
GB42554	NULL
GB42555	NULL
GB42556	GB19811
GB42557	GB19811
GB42558	NULL
GB42559	GB13861
GB42560	GB15582
GB42561	GB12027
GB42562	GB18951
GB42563	GB17069
GB42564	GB17069
GB42565	GB10067
GB42566	NULL
GB42567	GB10067
GB42568	GB15114
GB42571	GB18838
GB42572	NULL
GB42575	NULL
GB42576	GB15650
GB42577	GB14561
GB42578	GB14619
GB42579	GB14619
GB42580	NULL
GB42581	NULL
GB42582	NULL
GB42583	NULL
GB42584	GB14615
GB42585	GB16121
GB42586	NULL
GB42587	NULL
GB42588	NULL
GB42589	NULL
GB42590	NULL
GB42591	GB14038
GB42592	GB19883
GB42593	GB11772
GB42594	NULL
GB42595	GB19331
GB42596	GB19331
GB42597	GB11063
GB42598	NULL
GB42599	GB18013
GB42600	GB12357
GB42601	NULL
GB42602	NULL
GB42603	GB18290
GB42604	GB13683
GB42605	NULL
GB42606	GB18151
GB42607	GB12288
GB42608	NULL
GB42609	NULL
GB42610	GB17627
GB42612	GB10683
GB42613	GB17816
GB42614	GB19280
GB42615	NULL
GB42616	NULL
GB42617	NULL
GB42618	NULL
GB42619	GB12690
GB42620	NULL
GB42621	GB15696
GB42622	NULL
GB42623	NULL
GB42624	GB17395
GB42625	GB16351
GB42626	GB16351
GB42627	GB16351
GB42628	GB16351
GB42629	GB19024
GB42630	NULL
GB42631	GB19146
GB42632	GB13923
GB42634	GB16839
GB42635	GB13146
GB42636	NULL
GB42637	NULL
GB42638	NULL
GB42639	GB17136
GB42640	NULL
GB42641	NULL
GB42642	NULL
GB42643	NULL
GB42644	NULL
GB42645	NULL
GB42646	NULL
GB42647	GB18262
GB42648	GB14947
GB42649	GB10101
GB42650	GB15883
GB42651	GB17803
GB42652	GB16294
GB42653	NULL
GB42654	GB14413
GB42655	GB18413
GB42656	GB18413
GB42659	GB13272
GB42660	NULL
GB42661	GB12823
GB42662	GB14814
GB42663	GB18028
GB42664	GB12701
GB42665	GB10698
GB42666	GB10698
GB42667	GB13313
GB42668	NULL
GB42669	NULL
GB42670	GB16728
GB42671	GB18773
GB42672	GB10419
GB42673	GB12273
GB42674	NULL
GB42675	GB15583
GB42676	GB17652
GB42677	GB13386
GB42678	NULL
GB42679	NULL
GB42680	GB19180
GB42681	GB16767
GB42682	NULL
GB42683	NULL
GB42684	NULL
GB42685	GB19452
GB42686	NULL
GB42688	GB15323
GB42689	NULL
GB42690	NULL
GB42691	GB12435
GB42692	GB16648
GB42693	GB14277
GB42694	NULL
GB42695	NULL
GB42696	GB12441
GB42697	GB13188
GB42698	GB18433
GB42699	NULL
GB42700	GB19662
GB42701	NULL
GB42702	GB15641
GB42703	NULL
GB42704	GB20038
GB42705	GB18724
GB42706	GB18882
GB42707	GB17999
GB42708	NULL
GB42711	NULL
GB42714	GB13651
GB42715	GB17547
GB42716	GB15659
GB42717	NULL
GB42719	GB19739
GB42720	GB13214
GB42721	GB11285
GB42722	GB10570
GB42723	GB14778
GB42724	GB14150
GB42725	NULL
GB42726	GB11270
GB42727	NULL
GB42728	GB12929
GB42729	NULL
GB42731	NULL
GB42732	GB16184
GB42733	NULL
GB42734	NULL
GB42735	GB16775
GB42736	GB10782
GB42737	GB12836
GB42738	GB17323
GB42739	GB17045
GB42740	GB10715
GB42741	NULL
GB42742	GB19747
GB42743	NULL
GB42744	NULL
GB42745	NULL
GB42746	GB20082
GB42747	GB20082
GB42748	NULL
GB42749	GB18107
GB42750	GB12845
GB42751	GB15340
GB42752	GB15340
GB42753	NULL
GB42754	NULL
GB42755	GB10435
GB42756	GB15573
GB42757	GB15573
GB42758	GB18875
GB42759	GB12032
GB42760	NULL
GB42761	GB10846
GB42762	GB16340
GB42763	NULL
GB42764	NULL
GB42765	NULL
GB42766	NULL
GB42767	NULL
GB42768	NULL
GB42769	GB10209
GB42770	GB19559
GB42771	GB17483
GB42772	GB18916
GB42773	GB11830
GB42774	NULL
GB42775	GB10104
GB42776	GB13929
GB42777	GB13929
GB42778	GB12398
GB42779	GB17208
GB42780	NULL
GB42781	GB16687
GB42782	NULL
GB42783	GB11835
GB42784	NULL
GB42785	GB14545
GB42786	NULL
GB42787	NULL
GB42788	NULL
GB42790	GB15027
GB42791	NULL
GB42792	GB12239
GB42793	GB12239
GB42794	GB10192
GB42795	NULL
GB42796	GB16869
GB42797	GB13060
GB42798	GB16884
GB42799	GB17856
GB42800	GB19662
GB42801	NULL
GB42802	GB11915
GB42803	NULL
GB42804	GB15980
GB42805	GB11586
GB42806	NULL
GB42807	NULL
GB42808	GB13939
GB42809	GB16412
GB42810	GB16543
GB42811	GB11267
GB42812	GB16877
GB42813	NULL
GB42814	GB19510
GB42815	NULL
GB42816	NULL
GB42817	GB10316
GB42818	GB12499
GB42819	GB12499
GB42820	GB17389
GB42821	GB18639
GB42822	NULL
GB42823	NULL
GB42824	GB18581
GB42825	GB18456
GB42826	NULL
GB42827	GB14997
GB42828	GB14997
GB42829	GB10771
GB42830	NULL
GB42831	GB11892
GB42832	GB11892
GB42833	NULL
GB42834	GB11892
GB42835	GB11892
GB42836	NULL
GB42837	GB16269
GB42838	GB11525
GB42839	NULL
GB42840	GB16064
GB42841	GB10312
GB42842	GB10312
GB42843	GB12481
GB42844	GB12481
GB42845	GB10282
GB42846	GB11554
GB42847	GB15104
GB42848	NULL
GB42849	GB14293
GB42850	GB17133
GB42851	NULL
GB42852	NULL
GB42853	NULL
GB42854	GB12269
GB42855	GB11455
GB42856	GB11003
GB42857	NULL
GB42858	GB12822
GB42859	GB17757
GB42860	GB17757
GB42861	NULL
GB42862	GB11177
GB42863	GB11071
GB42864	NULL
GB42865	NULL
GB42866	GB19596
GB42867	GB19596
GB42869	NULL
GB42870	NULL
GB42871	GB10807
GB42872	GB10065
GB42873	GB13497
GB42874	GB13497
GB42875	NULL
GB42876	NULL
GB42877	GB18908
GB42878	GB17627
GB42879	GB17627
GB42880	GB15396
GB42881	GB11363
GB42882	NULL
GB42883	NULL
GB42884	GB18720
GB42885	GB18836
GB42886	GB18836
GB42887	GB19735
GB42888	GB16755
GB42889	GB16369
GB42890	NULL
GB42891	NULL
GB42892	NULL
GB42893	NULL
GB42894	GB12570
GB42895	NULL
GB42896	NULL
GB42897	GB13745
GB42898	GB12608
GB42899	GB18182
GB42900	NULL
GB42901	GB18182
GB42902	NULL
GB42903	NULL
GB42904	NULL
GB42905	NULL
GB42906	NULL
GB42907	GB17322
GB42908	NULL
GB42909	NULL
GB42910	NULL
GB42911	NULL
GB42912	GB10653
GB42913	GB16013
GB42914	NULL
GB42915	NULL
GB42917	GB10523
GB42918	GB16972
GB42919	GB19714
GB42920	GB15149
GB42921	GB14195
GB42922	GB18293
GB42923	GB20136
GB42924	GB13098
GB42925	GB20136
GB42926	GB15236
GB42927	NULL
GB42929	GB20012
GB42930	GB16495
GB42931	GB14358
GB42932	GB15752
GB42933	GB10074
GB42934	GB10074
GB42936	NULL
GB42937	NULL
GB42938	NULL
GB42939	NULL
GB42940	GB15167
GB42941	GB15277
GB42942	GB10118
GB42943	GB15262
GB42944	NULL
GB42945	NULL
GB42946	NULL
GB42947	NULL
GB42948	NULL
GB42949	GB12558
GB42950	GB10293
GB42951	NULL
GB42952	GB15863
GB42953	NULL
GB42954	NULL
GB42955	NULL
GB42956	NULL
GB42957	NULL
GB42958	NULL
GB42959	GB17276
GB42960	GB11971
GB42961	GB12047
GB42962	GB14447
GB42963	GB10621
GB42964	GB16084
GB42965	GB15384
GB42966	GB12170
GB42967	NULL
GB42968	GB13111
GB42969	GB16920
GB42970	NULL
GB42971	NULL
GB42972	NULL
GB42973	GB10500
GB42974	NULL
GB42975	NULL
GB42976	GB12816
GB42977	GB17691
GB42978	NULL
GB42979	GB17271
GB42980	NULL
GB42981	GB19961
GB42983	NULL
GB42984	GB14007
GB42985	GB17289
GB42986	GB16725
GB42987	GB14253
GB42988	NULL
GB42989	NULL
GB42990	NULL
GB42991	NULL
GB42992	NULL
GB42993	NULL
GB42994	GB13931
GB42995	GB12627
GB42996	NULL
GB42997	NULL
GB42998	GB13868
GB42999	GB15590
GB43000	GB19613
GB43001	NULL
GB43003	NULL
GB43004	GB15780
GB43005	NULL
GB43006	GB19832
GB43007	GB12121
GB43008	GB12121
GB43009	NULL
GB43010	NULL
GB43011	NULL
GB43012	NULL
GB43013	NULL
GB43014	NULL
GB43015	GB11558
GB43016	GB14401
GB43017	NULL
GB43018	NULL
GB43019	NULL
GB43020	NULL
GB43022	NULL
GB43023	NULL
GB43024	GB18601
GB43025	NULL
GB43026	NULL
GB43033	NULL
GB43034	NULL
GB43035	GB18224
GB43036	NULL
GB43047	NULL
GB43048	NULL
GB43050	NULL
GB43051	NULL
GB43052	GB18538
GB43053	GB18538
GB43054	GB13180
GB43059	NULL
GB43063	GB15444
GB43064	GB14283
GB43070	NULL
GB43074	GB19635
GB43075	GB16708
GB43076	GB13148
GB43077	GB19371
GB43078	GB17569
GB43079	GB17569
GB43080	GB12171
GB43081	NULL
GB43083	NULL
GB43084	GB18559
GB43085	NULL
GB43086	GB19632
GB43087	GB19668
GB43088	GB18497
GB43089	GB19580
GB43090	NULL
GB43091	GB19580
GB43092	GB11941
GB43093	GB12962
GB43094	GB12962
GB43095	GB10648
GB43096	NULL
GB43097	GB14909
GB43098	GB14909
GB43099	GB11564
GB43100	GB17696
GB43102	NULL
GB43103	GB16047
GB43104	NULL
GB43105	GB11423
GB43106	GB10830
GB43107	NULL
GB43108	NULL
GB43110	NULL
GB43111	GB13815
GB43112	GB12495
GB43113	GB14624
GB43114	GB19198
GB43115	NULL
GB43116	GB15916
GB43117	GB20069
GB43118	GB20069
GB43119	GB12842
GB43120	NULL
GB43121	GB14834
GB43122	GB15191
GB43123	GB15345
GB43124	NULL
GB43125	GB13595
GB43126	GB18137
GB43127	GB16157
GB43128	GB12534
GB43129	GB16201
GB43130	NULL
GB43131	GB15539
GB43132	GB14491
GB43133	NULL
GB43134	GB20025
GB43135	GB15685
GB43136	NULL
GB43137	NULL
GB43138	GB18930
GB43139	NULL
GB43140	NULL
GB43141	GB17165
GB43142	GB12899
GB43143	GB12899
GB43144	NULL
GB43145	GB12893
GB43146	NULL
GB43147	GB10351
GB43149	NULL
GB43150	GB13862
GB43151	GB11790
GB43153	GB10352
GB43154	GB13136
GB43155	NULL
GB43156	NULL
GB43157	GB15714
GB43158	GB18099
GB43159	GB12055
GB43160	GB14450
GB43161	NULL
GB43162	NULL
GB43163	GB17407
GB43164	GB18127
GB43165	GB11190
GB43167	NULL
GB43168	GB16667
GB43169	NULL
GB43171	GB15818
GB43172	GB11514
GB43173	GB17733
GB43175	GB18232
GB43176	NULL
GB43177	NULL
GB43178	GB17477
GB43179	GB18232
GB43180	GB19273
GB43181	GB11930
GB43182	NULL
GB43183	NULL
GB43184	GB13071
GB43185	GB16409
GB43186	NULL
GB43187	NULL
GB43188	NULL
GB43189	GB17987
GB43191	GB18414
GB43192	GB15269
GB43193	NULL
GB43194	NULL
GB43195	NULL
GB43196	NULL
GB43197	NULL
GB43198	GB11028
GB43199	GB15191
GB43200	GB14708
GB43201	GB13218
GB43202	NULL
GB43203	GB17461
GB43204	GB15916
GB43205	GB13276
GB43206	GB14531
GB43207	GB14531
GB43208	GB16236
GB43209	NULL
GB43210	GB14222
GB43211	GB17299
GB43212	GB17413
GB43213	GB11415
GB43214	GB14860
GB43215	GB11388
GB43216	GB10574
GB43217	GB15393
GB43218	GB18788
GB43219	GB16421
GB43220	GB12547
GB43221	GB17972
GB43222	GB17972
GB43223	GB14831
GB43224	GB16723
GB43225	GB16723
GB43226	GB18750
GB43227	GB18750
GB43228	GB17529
GB43229	GB13869
GB43230	NULL
GB43231	GB17224
GB43232	GB10046
GB43233	GB10010
GB43234	GB10010
GB43235	NULL
GB43236	GB19205
GB43237	NULL
GB43238	GB12688
GB43239	GB17590
GB43242	NULL
GB43244	NULL
GB43245	GB13690
GB43246	GB12443
GB43247	GB19017
GB43248	GB12607
GB43249	NULL
GB43250	NULL
GB43251	NULL
GB43252	NULL
GB43254	NULL
GB43255	NULL
GB43256	GB16336
GB43257	NULL
GB43258	NULL
GB43260	GB11347
GB43261	GB11584
GB43262	NULL
GB43263	GB12240
GB43264	GB17526
GB43265	GB17929
GB43266	GB19314
GB43270	GB16050
GB43271	GB19836
GB43272	NULL
GB43273	GB19836
